Place	State	Latitude	Longitude
Thompsonville 	PA	40.281304	-80.119888
Thornburg 	PA	40.4335	-80.083388
Thorndale 	PA	39.9985	-75.752159
Three Springs 	PA	40.195174	-77.983929
Throop 	PA	41.4385	-75.595972
Tidioute 	PA	41.683554	-79.402123
Timblin 	PA	40.966117	-79.199348
Tinicum Township 	PA	39.864998	-75.275196
Tioga 	PA	41.904943	-77.135389
Tionesta 	PA	41.495991	-79.446813
Tipton 	PA	40.636326	-78.298575
Titusville 	PA	41.626721	-79.670937
Topton 	PA	40.503499	-75.702633
Toughkenamon 	PA	39.830883	-75.75564
Towanda 	PA	41.770886	-76.446946
Tower City 	PA	40.589547	-76.553774
Townville 	PA	41.679622	-79.881955
Trafford 	PA	40.3842	-79.757126
Trainer 	PA	39.823595	-75.405027
Trappe 	PA	40.1941	-75.477414
Treasure Lake 	PA	41.173384	-78.716118
Tremont 	PA	40.629745	-76.391947
Tresckow 	PA	40.915424	-75.965231
Trevorton 	PA	40.782948	-76.673505
Trooper 	PA	40.1496	-75.399354
Troutville 	PA	41.024852	-78.785519
Troy 	PA	41.784655	-76.789565
Trumbauersville 	PA	40.4141	-75.379421
Tullytown 	PA	40.139295	-74.81278
Tunkhannock 	PA	41.541046	-75.949334
Tunnelhill 	PA	40.473896	-78.543371
Turbotville 	PA	41.100974	-76.769408
Turtle Creek 	PA	40.40805	-79.820949
Tuscarora 	PA	40.760215	-76.057901
Twilight 	PA	40.11432	-79.89052
Tyler Run-Queens Gate 	PA	39.93395	-76.696901
Tyrone 	PA	40.676802	-78.246187
Ulysses 	PA	41.904135	-77.755209
Union City 	PA	41.896066	-79.844666
Union Dale 	PA	41.71432	-75.483885
Uniontown 	PA	39.899155	-79.724684
Unionville 	PA	40.905918	-77.876609
Upland 	PA	39.85665	-75.379793
Upper Providence 	PA	39.937655	-75.396488
Upper St. Clair 	PA	40.335733	-80.083735
Ursina 	PA	39.815627	-79.332892
Utica 	PA	41.437035	-79.957601
Valencia 	PA	40.675696	-79.988181
Valley Green 	PA	40.157189	-76.79297
Valley View 	PA	40.646083	-76.540119
Valley View 	PA	39.9499	-76.701291
Valley-Hi 	PA	40.027018	-78.190823
Vanderbilt 	PA	40.033149	-79.663003
Vandergrift 	PA	40.59952	-79.574353
Vandling 	PA	41.631135	-75.470592
Venango 	PA	41.772758	-80.112004
Verona 	PA	40.50505	-79.841149
Versailles 	PA	40.3172	-79.830507
Village Green-Green 	PA	39.8639	-75.42486
Village Shires 	PA	40.203	-74.97085
Vinco 	PA	40.40955	-78.842233
Vintondale 	PA	40.478563	-78.912528
Volant 	PA	41.113642	-80.259063
Wall 	PA	40.393167	-79.785086
Wallaceton 	PA	40.965484	-78.292414
Walnutport 	PA	40.751533	-75.595614
Wampum 	PA	40.886467	-80.338797
Warminster Heights 	PA	40.1867	-75.084832
Warren 	PA	41.843727	-79.14405
Warren South 	PA	41.83153	-79.157466
Warrior Run 	PA	41.187381	-75.952941
Washington 	PA	40.174336	-80.247353
Washingtonville 	PA	41.051878	-76.675128
Waterford 	PA	41.945343	-79.985395
Watsontown 	PA	41.08468	-76.864628
Wattsburg 	PA	42.002816	-79.807069
Waymart 	PA	41.587163	-75.409297
Wayne Heights 	PA	39.745171	-77.547608
Waynesboro 	PA	39.751982	-77.582434
Waynesburg 	PA	39.898637	-80.185769
Weatherly 	PA	40.943016	-75.821712
Weigelstown 	PA	39.9874	-76.829444
Weissport 	PA	40.829013	-75.701184
Weissport East 	PA	40.835535	-75.691054
Wellersburg 	PA	39.727782	-78.849847
Wellsboro 	PA	41.746128	-77.302933
Wellsville 	PA	40.050241	-76.940836
Wernersville 	PA	40.33035	-76.083136
Wesleyville 	PA	42.137	-80.012615
West Alexander 	PA	40.104117	-80.50805
West Brownsville 	PA	40.031257	-79.892009
West Chester 	PA	39.9598	-75.606076
West Conshohocken 	PA	40.06995	-75.318991
West Easton 	PA	40.6782	-75.236523
West Elizabeth 	PA	40.273104	-79.893895
West Fairview 	PA	40.2774	-76.918643
West Goshen 	PA	39.968185	-75.572977
West Grove 	PA	39.821391	-75.828911
West Hazleton 	PA	40.970733	-76.013167
West Hills 	PA	40.827928	-79.546979
West Homestead 	PA	40.399038	-79.920412
West Kittanning 	PA	40.811895	-79.531686
West Lawn 	PA	40.32855	-75.993349
West Leechburg 	PA	40.632064	-79.617369
West Liberty 	PA	41.007301	-80.055014
West Mayfield 	PA	40.77895	-80.338068
West Middlesex 	PA	41.174114	-80.456142
West Middletown 	PA	40.245082	-80.425457
West Mifflin 	PA	40.35705	-79.907835
West Newton 	PA	40.20837	-79.769579
West Norriton 	PA	40.1294	-75.378972
West Pittston 	PA	41.3294	-75.800033
West Reading 	PA	40.33345	-75.946899
West Sunbury 	PA	41.00609	-79.896332
West View 	PA	40.5183	-80.033868
West Wyoming 	PA	41.31935	-75.852444
West Wyomissing 	PA	40.3227	-75.994927
West York 	PA	39.95305	-76.760231
Westfield 	PA	41.91784	-77.540608
Westmont 	PA	40.319133	-78.952277
Westover 	PA	40.749588	-78.681816
Wheatland 	PA	41.196867	-80.495997
Whitaker 	PA	40.39965	-79.887399
White Haven 	PA	41.055264	-75.777223
White Oak 	PA	40.3392	-79.804287
Whitehall 	PA	40.3591	-79.991762
Whitfield 	PA	40.33595	-76.006329
Wickerham Manor-Fisher 	PA	40.175424	-79.904518
Wilkes-Barre 	PA	41.2464	-75.875802
Wilkes-Barre Township 	PA	41.237493	-75.863053
Wilkins Township 	PA	40.42635	-79.824295
Wilkinsburg 	PA	40.444767	-79.873298
Williamsburg 	PA	40.463871	-78.205725
Williamsport 	PA	41.2389	-77.037743
Williamstown 	PA	40.580685	-76.617885
Willow Grove 	PA	40.149	-75.118473
Willow Street 	PA	39.9847	-76.270384
Wilmerding 	PA	40.393583	-79.81092
Wilmore 	PA	40.386127	-78.716898
Wilson 	PA	40.68525	-75.240071
Wind Gap 	PA	40.847548	-75.29168
Windber 	PA	40.23385	-78.825902
Windsor 	PA	39.915478	-76.583285
Winterstown 	PA	39.840944	-76.613247
Wolfdale 	PA	40.198686	-80.299704
Womelsdorf 	PA	40.365636	-76.186729
Woodbourne 	PA	40.202108	-74.886428
Woodbury 	PA	40.225722	-78.366719
Woodcock 	PA	41.753603	-80.08431
Woodland Heights 	PA	41.409275	-79.701786
Woodlyn 	PA	39.8774	-75.344139
Woodside 	PA	40.230287	-74.858685
Woodside-Drifton 	PA	41.01185	-75.898076
Wormleysburg 	PA	40.2618	-76.90827
Worthington 	PA	40.83794	-79.634363
Worthville 	PA	41.024413	-79.141102
Wrightsville 	PA	40.024384	-76.531534
Wyalusing 	PA	41.669115	-76.262673
Wyncote 	PA	40.0922	-75.14793
Wyndmoor 	PA	40.08325	-75.193002
Wyoming 	PA	41.305833	-75.841806
Wyomissing 	PA	40.3305	-75.967749
Wyomissing Hills 	PA	40.33475	-75.982006
Yardley 	PA	40.23975	-74.838409
Yatesville 	PA	41.302867	-75.781979
Yeadon 	PA	39.93275	-75.251913
Yeagertown 	PA	40.640869	-77.58043
Yoe 	PA	39.909717	-76.636627
York 	PA	39.9645	-76.731805
York Haven 	PA	40.110117	-76.715787
York Springs 	PA	40.008859	-77.116641
Yorkana 	PA	39.974235	-76.584604
Youngstown 	PA	40.280886	-79.365771
Youngsville 	PA	41.851858	-79.31573
Youngwood 	PA	40.243744	-79.581084
Zelienople 	PA	40.789435	-80.143505
Zion 	PA	40.921406	-77.66788
Brittany Farms-Highlands	PA	40.268823	-75.21449
Cornwells Heights-Eddingt	PA	40.0817	-74.947066
Gap	PA	39.988937	-76.024234
McChesneytown-Loyalhanna	PA	40.3128	-79.356007
Municipality of Monroevil	PA	40.426004	-79.760948
Municipality of Murrysvil	PA	40.441525	-79.655872
North Vandergrift-Pleasan	PA	40.608508	-79.564379
Springetts Manor-Yorklyn	PA	39.989866	-76.647403
Ashaway 	RI	41.426462	-71.787698
Barrington 	RI	41.735167	-71.318633
Bradford 	RI	41.393722	-71.750341
Bristol 	RI	41.67775	-71.27432
Central Falls 	RI	41.889371	-71.39387
Cranston 	RI	41.76665	-71.481108
Cumberland Hill 	RI	41.972049	-71.460079
East Providence 	RI	41.8002	-71.359488
Greenville 	RI	41.879	-71.556662
Harrisville 	RI	41.968154	-71.677368
Hope Valley 	RI	41.514801	-71.722316
Kingston 	RI	41.472225	-71.523439
Melville 	RI	41.563882	-71.303805
Narragansett Pier 	RI	41.4271	-71.46691
Newport 	RI	41.483146	-71.320265
Newport East 	RI	41.516018	-71.288338
North Providence 	RI	41.8612	-71.457489
Pascoag 	RI	41.953657	-71.704868
Pawtucket 	RI	41.8733	-71.374322
Providence 	RI	41.82195	-71.419732
Tiverton 	RI	41.65419	-71.200913
Valley Falls 	RI	41.92385	-71.393453
Wakefield-Peacedale 	RI	41.445767	-71.501078
Warwick 	RI	41.7022	-71.421854
West Warwick 	RI	41.69755	-71.518328
Westerly 	RI	41.370551	-71.810337
Woonsocket 	RI	41.999883	-71.500378
Abbeville 	SC	34.179567	-82.378232
Aiken 	SC	33.540832	-81.728365
Allendale 	SC	33.008088	-81.309739
Anderson 	SC	34.518567	-82.645779
Andrews 	SC	33.448591	-79.566198
Arcadia Lakes 	SC	34.053478	-80.962136
Arial 	SC	34.846295	-82.639506
Atlantic Beach 	SC	33.803019	-78.717496
Aynor 	SC	33.998409	-79.201083
Bamberg 	SC	33.298284	-81.032083
Barnwell 	SC	33.241358	-81.365102
Batesburg 	SC	33.907391	-81.546893
Beaufort 	SC	32.42591	-80.689056
Belton 	SC	34.5239	-82.495086
Belvedere 	SC	33.53565	-81.941938
Bennettsville 	SC	34.631569	-79.686083
Berea 	SC	34.881536	-82.46506
Bethune 	SC	34.413947	-80.349072
Bishopville 	SC	34.219858	-80.247914
Blacksburg 	SC	35.121143	-81.518727
Blackville 	SC	33.360242	-81.28096
Blenheim 	SC	34.510104	-79.652631
Bluffton 	SC	32.235777	-80.863054
Blythewood 	SC	34.217023	-80.975821
Boiling Springs 	SC	35.044981	-81.976728
Bonneau 	SC	33.306552	-79.958036
Bowman 	SC	33.348897	-80.683798
Branchville 	SC	33.251101	-80.815774
Briarcliffe Acres 	SC	33.789095	-78.747559
Brookdale 	SC	33.515426	-80.835031
Brunson 	SC	32.924032	-81.188926
Bucksport 	SC	33.672037	-79.112744
Buffalo 	SC	34.724263	-81.683481
Burnettown 	SC	33.510467	-81.854222
Burton 	SC	32.42043	-80.744105
Calhoun Falls 	SC	34.091722	-82.596544
Camden 	SC	34.26164	-80.611653
Cameron 	SC	33.5584	-80.714882
Campobello 	SC	35.116596	-82.14944
Carlisle 	SC	34.591535	-81.464697
Cayce 	SC	33.9558	-81.060901
Centerville 	SC	34.524633	-82.718903
Central 	SC	34.723349	-82.782966
Central Pacolet 	SC	34.9094	-81.751722
Chapin 	SC	34.165201	-81.347988
Chappells 	SC	34.182466	-81.869989
Charleston 	SC	32.78525	-79.994024
Cheraw 	SC	34.696417	-79.895301
Cherryvale 	SC	33.955257	-80.459496
Chesnee 	SC	35.147872	-81.862838
Chester 	SC	34.705655	-81.214156
Chesterfield 	SC	34.734731	-80.084652
City View 	SC	34.861983	-82.426843
Clearwater 	SC	33.50545	-81.907741
Clemson 	SC	34.684019	-82.812853
Clinton 	SC	34.477768	-81.866059
Clio 	SC	34.578535	-79.546425
Clover 	SC	35.112058	-81.227051
Columbia 	SC	34.039236	-80.886341
Conway 	SC	33.838576	-79.06091
Cope 	SC	33.378198	-81.00684
Cordova 	SC	33.435605	-80.920036
Cottageville 	SC	32.93673	-80.479751
Coward 	SC	33.972149	-79.748296
Cowpens 	SC	35.018848	-81.803597
Cross Hill 	SC	34.303975	-81.983239
Darlington 	SC	34.301811	-79.866101
Denmark 	SC	33.318739	-81.138515
Dentsville 	SC	34.0765	-80.956149
Dillon 	SC	34.421989	-79.369812
Donalds 	SC	34.377601	-82.347024
Due West 	SC	34.33225	-82.388607
Duncan 	SC	34.935584	-82.137048
Dunean 	SC	34.82005	-82.422823
Easley 	SC	34.821968	-82.588018
East Gaffney 	SC	35.08442	-81.619929
East Sumter 	SC	33.925401	-80.29634
Eastover 	SC	33.878411	-80.695694
Edgefield 	SC	33.789412	-81.930385
Edisto 	SC	33.476493	-80.898851
Edisto Beach 	SC	32.489357	-80.319095
Ehrhardt 	SC	33.098353	-81.013422
Elgin 	SC	34.168375	-80.794888
Elgin 	SC	34.67373	-80.721651
Elko 	SC	33.379073	-81.379513
Elloree 	SC	33.529789	-80.572372
Estill 	SC	32.754233	-81.24011
Eureka Mill 	SC	34.717626	-81.193841
Eutawville 	SC	33.397855	-80.343648
Fairfax 	SC	32.9591	-81.236348
Florence 	SC	34.181	-79.780399
Folly Beach 	SC	32.67452	-79.927423
Forest Acres 	SC	34.0263	-80.976763
Forestbrook 	SC	33.723033	-78.966143
Fort Lawn 	SC	34.701142	-80.898492
Fort Mill 	SC	35.006138	-80.943455
Fountain Inn 	SC	34.69352	-82.200608
Furman 	SC	32.68141	-81.188022
Gaffney 	SC	35.072316	-81.656123
Gantt 	SC	34.78576	-82.403463
Garden City 	SC	33.59265	-79.008971
Gaston 	SC	33.815774	-81.10112
Gayle Mill 	SC	34.701813	-81.24029
Georgetown 	SC	33.362995	-79.296135
Gifford 	SC	32.860668	-81.239132
Gilbert 	SC	33.923558	-81.394238
Gloverville 	SC	33.52808	-81.813951
Golden Grove 	SC	34.730688	-82.439123
Goose Creek 	SC	32.987477	-79.99868
Govan 	SC	33.223234	-81.175129
Gray Court 	SC	34.607331	-82.112938
Great Falls 	SC	34.574582	-80.903241
Greeleyville 	SC	33.577946	-79.989453
Greenville 	SC	34.83865	-82.371555
Greenwood 	SC	34.190161	-82.15282
Greer 	SC	34.93904	-82.231847
Hampton 	SC	32.866972	-81.108903
Hanahan 	SC	32.930618	-80.008716
Hardeeville 	SC	32.275747	-81.076615
Harleyville 	SC	33.212305	-80.447888
Hartsville 	SC	34.369515	-80.083805
Heath Springs 	SC	34.590164	-80.674505
Hemingway 	SC	33.753985	-79.44403
Hickory Grove 	SC	34.981995	-81.41545
Hilda 	SC	33.273822	-81.246566
Hilton Head Island 	SC	32.195672	-80.745626
Hodges 	SC	34.287638	-82.24797
Holly Hill 	SC	33.324965	-80.413737
Hollywood 	SC	32.751642	-80.201212
Homeland Park 	SC	34.46385	-82.659054
Honea Path 	SC	34.447025	-82.394588
India Hook 	SC	35.01182	-81.03967
Inman 	SC	35.051976	-82.093299
Inman Mills 	SC	35.041093	-82.099563
Irmo 	SC	34.093631	-81.187958
Irwin 	SC	34.693712	-80.822611
Isle of Palms 	SC	32.801352	-79.757297
Iva 	SC	34.306753	-82.663477
Jackson 	SC	33.328448	-81.792198
Jamestown 	SC	33.285943	-79.69648
Jefferson 	SC	34.65135	-80.388099
Joanna 	SC	34.415687	-81.810776
Johnsonville 	SC	33.816795	-79.449002
Johnston 	SC	33.834382	-81.805148
Jonesville 	SC	34.835558	-81.679869
Judson 	SC	34.83295	-82.427778
Kershaw 	SC	34.54507	-80.587681
Kiawah Island 	SC	32.616025	-80.062006
Kingstree 	SC	33.665132	-79.82923
Kline 	SC	33.124208	-81.343227
Ladson 	SC	33.009392	-80.105741
Lake City 	SC	33.86775	-79.753217
Lake View 	SC	34.340224	-79.166883
Lake Wylie 	SC	35.110768	-81.053911
Lamar 	SC	34.169203	-80.06569
Lancaster 	SC	34.723875	-80.77958
Lancaster Mill 	SC	34.709148	-80.794941
Landrum 	SC	35.17418	-82.186951
Lane 	SC	33.524813	-79.880474
Latta 	SC	34.338914	-79.434001
Laurel 	SC	32.460425	-80.788846
Laurens 	SC	34.501551	-82.025129
Leesville 	SC	33.918109	-81.512292
Lexington 	SC	33.986334	-81.229005
Liberty 	SC	34.792472	-82.695364
Lincolnville 	SC	33.007728	-80.156545
Little Mountain 	SC	34.195017	-81.414123
Little River 	SC	33.873021	-78.631524
Livingston 	SC	33.553423	-81.120148
Lockhart 	SC	34.794693	-81.461037
Lodge 	SC	33.06752	-80.954563
Loris 	SC	34.056563	-78.890339
Lowndesville 	SC	34.210275	-82.649483
Lowrys 	SC	34.804901	-81.238203
Lugoff 	SC	34.225737	-80.680605
Luray 	SC	32.813391	-81.24017
Lyman 	SC	34.951368	-82.123332
Lynchburg 	SC	34.059169	-80.076994
Manning 	SC	33.693836	-80.215606
Marion 	SC	34.175878	-79.399992
Mauldin 	SC	34.787115	-82.301465
Mayesville 	SC	33.987078	-80.207445
Mayo 	SC	35.08453	-81.854376
McBee 	SC	34.467651	-80.258283
McClellanville 	SC	33.085746	-79.467288
McColl 	SC	34.667648	-79.545343
McConnells 	SC	34.868729	-81.227577
McCormick 	SC	33.90996	-82.292941
Meggett 	SC	32.705337	-80.263286
Millwood 	SC	33.909712	-80.394234
Monarch Mill 	SC	34.718956	-81.581023
Moncks Corner 	SC	33.195359	-79.999044
Monetta 	SC	33.849826	-81.610507
Mount Carmel 	SC	34.006095	-82.507942
Mount Croghan 	SC	34.769314	-80.225138
Mount Pleasant 	SC	32.82312	-79.86383
Mulberry 	SC	33.951859	-80.333115
Mullins 	SC	34.204617	-79.253631
Murrells Inlet 	SC	33.554889	-79.050009
Myrtle Beach 	SC	33.698789	-78.892156
Neeses 	SC	33.536234	-81.126144
New Ellenton 	SC	33.418764	-81.686635
Newberry 	SC	34.278901	-81.611869
Nichols 	SC	34.234746	-79.149252
Ninety Six 	SC	34.172016	-82.023543
Norris 	SC	34.764794	-82.75233
North 	SC	33.617059	-81.103134
North Augusta 	SC	33.517733	-81.95622
North Charleston 	SC	32.905317	-80.041414
North Hartsville 	SC	34.399503	-80.071201
North Myrtle Beach 	SC	33.827621	-78.671138
Northlake 	SC	34.566238	-82.6842
Norway 	SC	33.449592	-81.126832
Oak Grove 	SC	33.98065	-81.143433
Oakland 	SC	33.987899	-80.499467
Olanta 	SC	33.93542	-79.932808
Olar 	SC	33.180291	-81.185194
Orangeburg 	SC	33.493934	-80.865401
Pacolet 	SC	34.899179	-81.766717
Pacolet Mills 	SC	34.918576	-81.747179
Pageland 	SC	34.772973	-80.389729
Pamplico 	SC	33.995544	-79.569045
Parker 	SC	34.850485	-82.453592
Parksville 	SC	33.786159	-82.217925
Parris Island 	SC	32.328746	-80.69479
Patrick 	SC	34.575703	-80.044653
Pawley's Island 	SC	33.422007	-79.126103
Paxville 	SC	33.739762	-80.360437
Peak 	SC	34.238106	-81.329058
Pelion 	SC	33.78023	-81.247904
Pelzer 	SC	34.643808	-82.461888
Pendleton 	SC	34.650818	-82.782765
Perry 	SC	33.627	-81.30921
Pickens 	SC	34.882775	-82.708106
Piedmont 	SC	34.710147	-82.464316
Pineridge 	SC	33.910928	-81.095031
Pinewood 	SC	33.7393	-80.462716
Plum Branch 	SC	33.849429	-82.259244
Pomaria 	SC	34.266391	-81.419758
Port Royal 	SC	32.382896	-80.693277
Prosperity 	SC	34.21033	-81.534304
Quinby 	SC	34.23225	-79.732553
Ravenel 	SC	32.7771	-80.224764
Red Bank 	SC	33.9289	-81.23328
Red Hill 	SC	33.787073	-79.009746
Reevesville 	SC	33.202435	-80.646004
Richburg 	SC	34.715547	-81.020287
Ridge Spring 	SC	33.845151	-81.662693
Ridgeland 	SC	32.483704	-80.98143
Ridgeville 	SC	33.089914	-80.306682
Ridgeway 	SC	34.306594	-80.960658
Rock Hill 	SC	34.9393	-81.028449
Roebuck 	SC	34.876064	-81.964189
Rowesville 	SC	33.372212	-80.836336
Ruby 	SC	34.744139	-80.179736
Salem 	SC	34.89146	-82.977854
Salley 	SC	33.566617	-81.304344
Saluda 	SC	34.000734	-81.771468
Sans Souci 	SC	34.891404	-82.42541
Santee 	SC	33.480065	-80.487149
Saxon 	SC	34.962067	-81.971312
Scotia 	SC	32.681936	-81.243069
Scranton 	SC	33.917252	-79.743589
Seabrook Island 	SC	32.580235	-80.175511
Sellers 	SC	34.282539	-79.472197
Seneca 	SC	34.686129	-82.957825
Seven Oaks 	SC	34.04865	-81.146542
Sharon 	SC	34.953963	-81.344308
Shell Point 	SC	32.378714	-80.749364
Silverstreet 	SC	34.218059	-81.714828
Simpsonville 	SC	34.73136	-82.258991
Six Mile 	SC	34.807788	-82.819085
Slater-Marietta 	SC	35.033468	-82.494199
Smoaks 	SC	33.089459	-80.816338
Smyrna 	SC	35.04199	-81.4113
Snelling 	SC	33.240325	-81.455936
Socastee 	SC	33.687082	-79.008934
Society Hill 	SC	34.509152	-79.852279
South Congaree 	SC	33.909515	-81.13706
South Sumter 	SC	33.888394	-80.340408
Southern Shops 	SC	34.98575	-81.994799
Spartanburg 	SC	34.944888	-81.928319
Springdale 	SC	34.689117	-80.78628
Springdale 	SC	33.9598	-81.112375
Springfield 	SC	33.495669	-81.279468
St. Andrews 	SC	34.0485	-81.103379
St. George 	SC	33.185475	-80.581548
St. Matthews 	SC	33.663678	-80.777914
St. Stephen 	SC	33.404535	-79.924656
Starr 	SC	34.377132	-82.695755
Startex 	SC	34.930376	-82.098861
Stuckey 	SC	33.730921	-79.512889
Sullivan's Island 	SC	32.765848	-79.835854
Summerton 	SC	33.602177	-80.351809
Summerville 	SC	33.00424	-80.178861
Summit 	SC	33.924331	-81.423261
Sumter 	SC	33.944365	-80.392472
Surfside Beach 	SC	33.609594	-78.977737
Swansea 	SC	33.736055	-81.106402
Sycamore 	SC	33.036504	-81.222643
Tatum 	SC	34.643798	-79.586735
Taylors 	SC	34.915184	-82.313545
Tega Cay 	SC	35.034653	-81.018782
Timmonsville 	SC	34.134152	-79.942403
Travelers Rest 	SC	34.967216	-82.437847
Trenton 	SC	33.7409	-81.840159
Troy 	SC	33.987357	-82.296811
Turbeville 	SC	33.89033	-80.015362
Ulmer 	SC	33.095363	-81.207666
Union 	SC	34.722796	-81.623809
Utica 	SC	34.679617	-82.926199
Valencia Heights 	SC	33.976433	-80.985344
Valley Falls 	SC	35.008728	-81.974364
Vance 	SC	33.435758	-80.421474
Varnville 	SC	32.85157	-81.080393
Wade Hampton 	SC	34.880256	-82.333899
Wagener 	SC	33.650908	-81.362964
Walhalla 	SC	34.772014	-83.061775
Walterboro 	SC	32.900757	-80.670388
Ward 	SC	33.857193	-81.732324
Ware Shoals 	SC	34.390109	-82.244227
Waterloo 	SC	34.352845	-82.058236
Watts Mills 	SC	34.516025	-81.98516
Welcome 	SC	34.820944	-82.458027
Wellford 	SC	34.956789	-82.097187
West Columbia 	SC	33.9915	-81.08143
West Pelzer 	SC	34.644662	-82.475022
West Union 	SC	34.760334	-83.043064
Westminster 	SC	34.666214	-83.091631
Whitmire 	SC	34.503399	-81.615565
Wilkinson Heights 	SC	33.491646	-80.829944
Williams 	SC	33.033914	-80.843106
Williamston 	SC	34.617586	-82.479407
Williston 	SC	33.401742	-81.422668
Windsor 	SC	33.480796	-81.515103
Winnsboro 	SC	34.376603	-81.089709
Winnsboro Mills 	SC	34.354056	-81.069481
Woodfield 	SC	34.0591	-80.930994
Woodford 	SC	33.667769	-81.111708
Woodruff 	SC	34.740405	-82.032756
Yemassee 	SC	32.694594	-80.853262
York 	SC	34.995158	-81.236113
Aberdeen 	SD	45.467504	-98.482401
Agar 	SD	44.838696	-100.072469
Akaska 	SD	45.331854	-100.120742
Albee 	SD	45.051331	-96.554316
Alcester 	SD	43.023063	-96.628696
Alexandria 	SD	43.653919	-97.779022
Alpena 	SD	44.183388	-98.367887
Altamont 	SD	44.840379	-96.690138
Andover 	SD	45.410569	-97.903324
Antelope 	SD	43.305617	-100.628328
Arlington 	SD	44.362479	-97.133911
Armour 	SD	43.319386	-98.34387
Artas 	SD	45.887739	-99.805968
Artesian 	SD	44.008527	-97.923014
Ashton 	SD	44.993521	-98.498205
Astoria 	SD	44.557739	-96.545998
Aurora 	SD	44.282719	-96.686602
Avon 	SD	43.00514	-98.059146
Badger 	SD	44.485708	-97.209396
Baltic 	SD	43.75963	-96.738375
Bancroft 	SD	44.488728	-97.750435
Batesland 	SD	43.127661	-102.101304
Belle Fourche 	SD	44.664318	-103.852044
Belvidere 	SD	43.831211	-101.270358
Beresford 	SD	43.079705	-96.780092
Big Stone City 	SD	45.295158	-96.464373
Bison 	SD	45.521735	-102.466871
Blackhawk 	SD	44.151682	-103.315265
Blunt 	SD	44.515472	-99.987965
Bonesteel 	SD	43.078104	-98.946828
Bowdle 	SD	45.451665	-99.655894
Box Elder 	SD	44.119567	-103.072069
Bradley 	SD	45.090113	-97.641389
Brandon 	SD	43.591298	-96.577956
Brandt 	SD	44.665535	-96.625013
Brentford 	SD	45.159235	-98.321547
Bridgewater 	SD	43.5502	-97.498576
Bristol 	SD	45.346645	-97.748959
Britton 	SD	45.78955	-97.749489
Broadland 	SD	44.493398	-98.348122
Brookings 	SD	44.306284	-96.786151
Bruce 	SD	44.438086	-96.889435
Bryant 	SD	44.589949	-97.467418
Buffalo 	SD	45.586094	-103.543006
Buffalo Gap 	SD	43.492579	-103.313792
Bullhead 	SD	45.767938	-101.080067
Burke 	SD	43.183021	-99.292511
Bushnell 	SD	44.328371	-96.643181
Butler 	SD	45.258185	-97.71122
Camp Crook 	SD	45.549732	-103.974819
Canistota 	SD	43.597511	-97.29156
Canova 	SD	43.88078	-97.502966
Canton 	SD	43.303166	-96.580949
Carthage 	SD	44.168856	-97.713985
Castlewood 	SD	44.724328	-97.030722
Cavour 	SD	44.372799	-98.04104
Centerville 	SD	43.117655	-96.958852
Central City 	SD	44.369167	-103.769185
Chamberlain 	SD	43.80763	-99.32024
Chancellor 	SD	43.372401	-96.987431
Chelsea 	SD	45.167178	-98.742209
Claire City 	SD	45.856428	-97.102361
Claremont 	SD	45.672007	-98.014482
Clark 	SD	44.88074	-97.733812
Clear Lake 	SD	44.766025	-96.681344
Colman 	SD	43.984691	-96.815925
Colome 	SD	43.259955	-99.715716
Colonial Pine Hills 	SD	44.007751	-103.314972
Colton 	SD	43.786385	-96.927008
Columbia 	SD	45.614905	-98.311577
Conde 	SD	45.157836	-98.096671
Corona 	SD	45.334825	-96.765156
Corsica 	SD	43.424339	-98.405675
Cottonwood 	SD	43.965522	-101.901833
Cresbard 	SD	45.169626	-98.947567
Crooks 	SD	43.660169	-96.807263
Custer 	SD	43.766481	-103.600733
Dallas 	SD	43.237896	-99.517712
Dante 	SD	43.039903	-98.186406
Davis 	SD	43.258288	-96.995762
De Smet 	SD	44.386639	-97.547767
Deadwood 	SD	44.381965	-103.723322
Dell Rapids 	SD	43.82494	-96.712474
Delmont 	SD	43.265971	-98.159858
Dimock 	SD	43.475992	-97.987705
Doland 	SD	44.894432	-98.099154
Dolton 	SD	43.491503	-97.384765
Draper 	SD	43.925853	-100.537696
Dupree 	SD	45.049095	-101.600634
Eagle Butte 	SD	44.990363	-101.229143
Eden 	SD	45.616244	-97.420055
Edgemont 	SD	43.298486	-103.827075
Egan 	SD	43.999676	-96.650493
Elk Point 	SD	42.682669	-96.68075
Elkton 	SD	44.23455	-96.479833
Ellsworth 	SD	44.143736	-103.075564
Emery 	SD	43.602659	-97.620206
Erwin 	SD	44.488237	-97.44103
Estelline 	SD	44.576248	-96.90013
Ethan 	SD	43.545894	-97.982933
Eureka 	SD	45.768709	-99.622962
Fairburn 	SD	43.686749	-103.208206
Fairfax 	SD	43.028072	-98.888951
Fairview 	SD	43.222141	-96.489011
Faith 	SD	45.02588	-102.036429
Farmer 	SD	43.724768	-97.688145
Faulkton 	SD	45.034275	-99.127699
Flandreau 	SD	44.046912	-96.597747
Florence 	SD	45.055568	-97.325907
Fort Pierre 	SD	44.362744	-100.379346
Fort Thompson 	SD	44.049775	-99.411982
Frankfort 	SD	44.877406	-98.308568
Frederick 	SD	45.832838	-98.50665
Freeman 	SD	43.350877	-97.432359
Fruitdale 	SD	44.668229	-103.695512
Fulton 	SD	43.728233	-97.82229
