Place	State	Latitude	Longitude
Lewistown 	IL	40.396876	-90.155349
Lexington 	IL	40.643774	-88.782669
Liberty 	IL	39.880759	-91.108022
Libertyville 	IL	42.2841	-87.966026
Lima 	IL	40.176676	-91.375012
Lincoln 	IL	40.150597	-89.36689
Lincolnshire 	IL	42.1956	-87.916066
Lincolnwood 	IL	42.0059	-87.73282
Lindenhurst 	IL	42.417402	-88.029812
Lisbon 	IL	41.48057	-88.48267
Lisle 	IL	41.7918	-88.087777
Litchfield 	IL	39.175859	-89.656011
Little York 	IL	41.010448	-90.746685
Littleton 	IL	40.234717	-90.623283
Liverpool 	IL	40.390503	-90.001648
Livingston 	IL	38.967765	-89.763859
Loami 	IL	39.674401	-89.847971
Lockport 	IL	41.589433	-88.047851
Loda 	IL	40.516709	-88.075349
Lomax 	IL	40.677597	-91.076351
Lombard 	IL	41.87495	-88.014965
London Mills 	IL	40.710694	-90.266686
Long Creek 	IL	39.804333	-88.847303
Long Grove 	IL	42.195388	-88.002841
Long Lake 	IL	42.376733	-88.126179
Long Point 	IL	41.004653	-88.893616
Longview 	IL	39.885526	-88.066464
Loraine 	IL	40.153249	-91.222244
Lostant 	IL	41.140447	-89.061133
Louisville 	IL	38.769536	-88.50733
Loves Park 	IL	42.335848	-89.009975
Lovington 	IL	39.714504	-88.630943
Ludlow 	IL	40.386156	-88.126119
Lyndon 	IL	41.717317	-89.925189
Lynnville 	IL	39.685008	-90.34626
Lynwood 	IL	41.526444	-87.541959
Lyons 	IL	41.811733	-87.818644
Macedonia 	IL	38.053761	-88.703078
Machesney Park 	IL	42.360433	-89.037983
Mackinaw 	IL	40.535003	-89.358452
Macomb 	IL	40.470393	-90.68144
Macon 	IL	39.708952	-88.999366
Madison 	IL	38.6767	-90.150327
Maeystown 	IL	38.226525	-90.231618
Magnolia 	IL	41.113966	-89.195182
Mahomet 	IL	40.193848	-88.401768
Makanda 	IL	37.619122	-89.237232
Malden 	IL	41.424878	-89.370167
Malta 	IL	41.93018	-88.86309
Manchester 	IL	39.542217	-90.330368
Manhattan 	IL	41.426017	-87.988745
Manito 	IL	40.421815	-89.780746
Manlius 	IL	41.455705	-89.668033
Mansfield 	IL	40.211999	-88.50903
Manteno 	IL	41.251213	-87.836712
Maple Park 	IL	41.907211	-88.593732
Mapleton 	IL	40.569733	-89.721407
Maquon 	IL	40.798256	-90.162679
Marengo 	IL	42.247914	-88.600323
Marietta 	IL	40.499844	-90.392349
Marine 	IL	38.785831	-89.778956
Marion 	IL	37.732813	-88.94135
Marissa 	IL	38.25501	-89.753695
Mark 	IL	41.264163	-89.248389
Markham 	IL	41.5992	-87.691228
Maroa 	IL	40.038231	-88.954938
Marquette Heights 	IL	40.617182	-89.603685
Marseilles 	IL	41.327772	-88.687835
Marshall 	IL	39.396183	-87.690247
Martinsville 	IL	39.336236	-87.880201
Martinton 	IL	40.915282	-87.726255
Maryville 	IL	38.726367	-89.964749
Mascoutah 	IL	38.509115	-89.805431
Mason 	IL	38.953097	-88.625403
Mason City 	IL	40.201818	-89.696189
Matherville 	IL	41.259134	-90.605731
Matteson 	IL	41.511033	-87.737518
Mattoon 	IL	39.477038	-88.36883
Maunie 	IL	38.035059	-88.045315
Maywood 	IL	41.88025	-87.844499
Mazon 	IL	41.239583	-88.424856
McCook 	IL	41.792833	-87.835825
McCullom Lake 	IL	42.368834	-88.293823
McHenry 	IL	42.340665	-88.291283
McLean 	IL	40.315559	-89.170437
McLeansboro 	IL	38.092268	-88.532843
McNabb 	IL	41.17728	-89.20983
Mechanicsburg 	IL	39.810167	-89.398246
Media 	IL	40.772658	-90.833961
Medinah 	IL	41.97546	-88.055692
Medora 	IL	39.176017	-90.141692
Melrose Park 	IL	41.90305	-87.863448
Melvin 	IL	40.571367	-88.247363
Mendon 	IL	40.089075	-91.284253
Mendota 	IL	41.550884	-89.120071
Menominee 	IL	42.474648	-90.541986
Meredosia 	IL	39.831525	-90.55833
Merrionette Park 	IL	41.6803	-87.699749
Metamora 	IL	40.792081	-89.363645
Metcalf 	IL	39.800273	-87.808035
Metropolis 	IL	37.152187	-88.711955
Mettawa 	IL	42.243733	-87.915394
Middletown 	IL	40.100639	-89.591344
Midlothian 	IL	41.6263	-87.724274
Milan 	IL	41.44415	-90.561254
Milford 	IL	40.627692	-87.69704
Mill Creek 	IL	37.341499	-89.254202
Mill Shoals 	IL	38.251426	-88.345118
Milledgeville 	IL	41.963759	-89.775643
Millington 	IL	41.560959	-88.599192
Millstadt 	IL	38.4594	-90.093074
Milton 	IL	39.564191	-90.649781
Mineral 	IL	41.381886	-89.836472
Minier 	IL	40.433782	-89.314015
Minonk 	IL	40.903614	-89.037452
Minooka 	IL	41.4491	-88.257713
Modesto 	IL	39.479072	-89.980192
Mokena 	IL	41.532034	-87.875711
Moline 	IL	41.4851	-90.488799
Momence 	IL	41.163514	-87.663552
Monee 	IL	41.422033	-87.75409
Monmouth 	IL	40.913379	-90.642995
Montgomery 	IL	41.7299	-88.341473
Monticello 	IL	40.025822	-88.574677
Montrose 	IL	39.165728	-88.378342
Morris 	IL	41.368648	-88.427663
Morrison 	IL	41.808447	-89.965416
Morrisonville 	IL	39.42122	-89.457795
Morton 	IL	40.611181	-89.467839
Morton Grove 	IL	42.04235	-87.788986
Mound City 	IL	37.085573	-89.163047
Mound Station 	IL	40.006667	-90.873102
Mounds 	IL	37.114844	-89.201246
Mount Auburn 	IL	39.765864	-89.260987
Mount Carmel 	IL	38.417206	-87.770092
Mount Carroll 	IL	42.09545	-89.976918
Mount Clare 	IL	39.098859	-89.824769
Mount Erie 	IL	38.514626	-88.23268
Mount Morris 	IL	42.048924	-89.431983
Mount Olive 	IL	39.072585	-89.727955
Mount Prospect 	IL	42.0654	-87.937549
Mount Pulaski 	IL	40.010051	-89.283078
Mount Sterling 	IL	39.98472	-90.763701
Mount Vernon 	IL	38.317576	-88.910975
Mount Zion 	IL	39.777931	-88.87854
Moweaqua 	IL	39.625361	-89.017657
Muddy 	IL	37.764966	-88.516758
Mulberry Grove 	IL	38.924388	-89.267338
Muncie 	IL	40.115904	-87.842539
Mundelein 	IL	42.26705	-88.003149
Murphysboro 	IL	37.768065	-89.33723
Murrayville 	IL	39.582328	-90.250931
Naperville 	IL	41.7626	-88.154299
Naplate 	IL	41.331271	-88.878228
Naples 	IL	39.753927	-90.607985
Nashville 	IL	38.34815	-89.377747
Nason 	IL	38.176292	-88.965948
National City 	IL	38.6484	-90.149924
Nauvoo 	IL	40.547541	-91.384777
Nebo 	IL	39.441415	-90.790328
Nelson 	IL	41.79555	-89.602565
Neoga 	IL	39.32164	-88.451538
Neponset 	IL	41.297071	-89.790155
New Athens 	IL	38.318953	-89.877409
New Baden 	IL	38.536358	-89.697741
New Bedford 	IL	41.511676	-89.717298
New Berlin 	IL	39.725157	-89.911885
New Boston 	IL	41.169372	-91.000535
New Burnside 	IL	37.578378	-88.773058
New Canton 	IL	39.638184	-91.097791
New Douglas 	IL	38.970043	-89.665862
New Grand Chain 	IL	37.253173	-89.017139
New Haven 	IL	37.90015	-88.127793
New Holland 	IL	40.184325	-89.582484
New Lenox 	IL	41.518715	-87.983963
New Millford 	IL	42.174632	-89.065408
New Minden 	IL	38.437477	-89.370858
New Salem 	IL	39.707999	-90.847358
Newark 	IL	41.537136	-88.580703
Newman 	IL	39.797253	-87.987515
Newton 	IL	38.988069	-88.163337
Niantic 	IL	39.853864	-89.165493
Niles 	IL	42.02695	-87.809499
Nilwood 	IL	39.399537	-89.807318
Noble 	IL	38.697195	-88.22457
Nokomis 	IL	39.30039	-89.285329
Nora 	IL	42.457278	-89.944555
Normal 	IL	40.51737	-88.999406
Norridge 	IL	41.965	-87.82254
Norris 	IL	40.625545	-90.031655
Norris City 	IL	37.979467	-88.328241
North Aurora 	IL	41.803817	-88.330374
North Barrington 	IL	42.207067	-88.131436
North Chicago 	IL	42.31865	-87.859249
North City 	IL	37.99126	-89.061642
North Henderson 	IL	41.090718	-90.475018
North Pekin 	IL	40.613498	-89.620494
North Riverside 	IL	41.8475	-87.82489
North Utica 	IL	41.339835	-89.011292
Northbrook 	IL	42.1297	-87.832949
Northfield 	IL	42.1006	-87.778724
Northlake 	IL	41.913683	-87.903865
Norwood 	IL	40.706767	-89.699549
Oak Brook 	IL	41.8369	-87.952672
Oak Forest 	IL	41.6065	-87.752599
Oak Grove 	IL	41.414015	-90.573207
Oak Lawn 	IL	41.71505	-87.752099
Oak Park 	IL	41.887556	-87.789463
Oakbrook Terrace 	IL	41.853326	-87.968687
Oakdale 	IL	38.263796	-89.504933
Oakford 	IL	40.101036	-89.965372
Oakland 	IL	39.657728	-88.026579
Oakwood 	IL	40.109007	-87.776541
Oakwood Hills 	IL	42.247273	-88.244401
Oblong 	IL	39.002217	-87.908446
Oconee 	IL	39.286529	-89.106186
Odell 	IL	41.002792	-88.522835
Odin 	IL	38.616379	-89.053918
O'Fallon 	IL	38.592	-89.913299
Ogden 	IL	40.115501	-87.955782
Oglesby 	IL	41.29454	-89.064537
Ohio 	IL	41.556889	-89.459546
Ohlman 	IL	39.345529	-89.218285
Okawville 	IL	38.434176	-89.54826
Old Mill Creek 	IL	42.4331	-87.982107
Old Ripley 	IL	38.892349	-89.572954
Old Shawneetown 	IL	37.696927	-88.137842
Olmsted 	IL	37.181472	-89.083791
Olney 	IL	38.731413	-88.085301
Olympia Fields 	IL	41.517367	-87.692944
Omaha 	IL	37.88994	-88.304418
Onarga 	IL	40.713123	-88.013249
Oneida 	IL	41.07244	-90.225398
Oquawka 	IL	40.937574	-90.949548
Orangeville 	IL	42.468112	-89.644709
Oreana 	IL	39.937928	-88.869246
Oregon 	IL	42.013054	-89.335378
Orient 	IL	37.91641	-88.975365
Orion 	IL	41.351192	-90.374075
Orland Hills 	IL	41.592617	-87.842811
Orland Park 	IL	41.61045	-87.850673
Oswego 	IL	41.697917	-88.332601
Ottawa 	IL	41.350243	-88.839395
Otterville 	IL	39.051026	-90.397486
Owaneco 	IL	39.481354	-89.194399
Palatine 	IL	42.1125	-88.043024
Palestine 	IL	39.002172	-87.612086
Palmer 	IL	39.458438	-89.407936
Palmyra 	IL	39.43487	-89.996206
Palos Heights 	IL	41.6653	-87.797149
Palos Hills 	IL	41.6976	-87.826124
Palos Park 	IL	41.66455	-87.844326
Pana 	IL	39.386622	-89.078461
Panama 	IL	39.02871	-89.525171
Panola 	IL	40.785077	-89.020371
Papineau 	IL	40.967704	-87.715949
Paris 	IL	39.615536	-87.691507
Park City 	IL	42.35075	-87.891018
Park Forest 	IL	41.482267	-87.686991
Park Ridge 	IL	42.01175	-87.843999
Parkersburg 	IL	38.588701	-88.055684
Patoka 	IL	38.753379	-89.096
Paw Paw 	IL	41.687875	-88.980555
Pawnee 	IL	39.59201	-89.580882
Paxton 	IL	40.458367	-88.099462
Payson 	IL	39.816783	-91.244105
Pearl 	IL	39.458564	-90.624308
Pearl City 	IL	42.267673	-89.82554
Pecatonica 	IL	42.309936	-89.358535
Pekin 	IL	40.568233	-89.628095
Peoria 	IL	40.744964	-89.609225
Peoria Heights 	IL	40.756783	-89.55707
Peotone 	IL	41.331642	-87.796277
Percy 	IL	38.015957	-89.616829
Perry 	IL	39.782433	-90.747241
Peru 	IL	41.341745	-89.12829
Pesotum 	IL	39.912903	-88.274051
Petersburg 	IL	40.012359	-89.851412
Phillipstown 	IL	38.140667	-88.019156
Philo 	IL	40.003136	-88.157959
Phoenix 	IL	41.61235	-87.630473
Pierron 	IL	38.778912	-89.566297
Pinckneyville 	IL	38.078145	-89.384212
Pingree Grove 	IL	42.0686	-88.414706
Piper City 	IL	40.755707	-88.187654
Pistakee Highlands 	IL	42.403157	-88.212162
Pittsburg 	IL	37.776669	-88.850276
Pittsfield 	IL	39.610708	-90.809288
Plainfield 	IL	41.615915	-88.204069
Plainville 	IL	39.784045	-91.181608
Plano 	IL	41.663325	-88.534831
Pleasant Hill 	IL	39.444646	-90.872933
Pleasant Plains 	IL	39.873209	-89.920016
Plymouth 	IL	40.291184	-90.917
Pocahontas 	IL	38.82448	-89.538969
Polo 	IL	41.984685	-89.57833
Pontiac 	IL	40.876635	-88.641837
Pontoon Beach 	IL	38.726525	-90.051133
Pontoosuc 	IL	40.628563	-91.211607
Poplar Grove 	IL	42.3673	-88.822887
Port Byron 	IL	41.621252	-90.323718
Posen 	IL	41.6282	-87.685674
Potomac 	IL	40.306395	-87.797248
Prairie City 	IL	40.620604	-90.4645
Prairie du Rocher 	IL	38.08128	-90.097607
Prairie Grove 	IL	42.28035	-88.266455
Preston Heights 	IL	41.4928	-88.073101
Princeton 	IL	41.378445	-89.466832
Princeville 	IL	40.931537	-89.755599
Prophetstown 	IL	41.669651	-89.934591
Prospect Heights 	IL	42.102401	-87.924748
Pulaski 	IL	37.216013	-89.206953
Quincy 	IL	39.933536	-91.388588
Radom 	IL	38.280596	-89.191838
Raleigh 	IL	37.825292	-88.531622
Ramsey 	IL	39.143841	-89.109939
Rankin 	IL	40.464741	-87.896053
Ransom 	IL	41.158072	-88.655272
Rantoul 	IL	40.303368	-88.155535
Rapids City 	IL	41.5819	-90.341414
Raritan 	IL	40.695353	-90.824979
Raymond 	IL	39.320216	-89.573738
Red Bud 	IL	38.210155	-89.996387
Reddick 	IL	41.097252	-88.248792
Redmon 	IL	39.644988	-87.861754
Reynolds 	IL	41.331315	-90.672797
Richmond 	IL	42.4812	-88.307324
Richton Park 	IL	41.48195	-87.728328
Richview 	IL	38.375619	-89.183731
Ridge Farm 	IL	39.895344	-87.652267
Ridgway 	IL	37.79799	-88.260532
Ridott 	IL	42.297522	-89.477324
Rio 	IL	41.108656	-90.398957
Ripley 	IL	40.024969	-90.637726
River Forest 	IL	41.89485	-87.819046
River Grove 	IL	41.924	-87.837574
Riverdale 	IL	41.6446	-87.634662
Riverside 	IL	41.83085	-87.815924
Riverton 	IL	39.84924	-89.540085
Riverwoods 	IL	42.17105	-87.895874
Roanoke 	IL	40.796288	-89.201688
Robbins 	IL	41.6429	-87.708099
Roberts 	IL	40.614083	-88.183481
Robinson 	IL	39.007854	-87.740471
Rochelle 	IL	41.918433	-89.062745
Rochester 	IL	39.750576	-89.541493
Rock City 	IL	42.412624	-89.470782
Rock Falls 	IL	41.774174	-89.691113
Rock Island 	IL	41.4746	-90.580299
Rockbridge 	IL	39.272935	-90.208917
Rockdale 	IL	41.5055	-88.118246
Rockford 	IL	42.2703	-89.063149
Rockton 	IL	42.449308	-89.069923
Rockwood 	IL	37.837867	-89.697439
Rolling Meadows 	IL	42.075033	-88.025016
Rome 	IL	40.878383	-89.511709
Romeoville 	IL	41.64605	-88.086299
Roodhouse 	IL	39.484648	-90.373404
Roscoe 	IL	42.416776	-89.006979
Rose Hill 	IL	39.104142	-88.151243
Roselle 	IL	41.98045	-88.083149
Rosemont 	IL	41.9891	-87.871474
Roseville 	IL	40.730809	-90.662709
Rosewood Heights 	IL	38.88575	-90.070269
Rosiclare 	IL	37.422393	-88.35071
Rossville 	IL	40.381761	-87.669131
Round Lake 	IL	42.34995	-88.110336
Round Lake Beach 	IL	42.3776	-88.081697
Round Lake Heights 	IL	42.384	-88.104102
Round Lake Park 	IL	42.323221	-88.058559
Roxana 	IL	38.83665	-90.052631
Royal 	IL	40.191981	-87.971346
Royal Lakes 	IL	39.112486	-89.96179
Royalton 	IL	37.877663	-89.113489
Ruma 	IL	38.134433	-89.998396
Rushville 	IL	40.119795	-90.565715
Russellville 	IL	38.819951	-87.529254
Rutland 	IL	40.984073	-89.039312
Sadorus 	IL	39.966979	-88.345384
Sailor Springs 	IL	38.764755	-88.358714
Salem 	IL	38.628275	-88.951823
San Jose 	IL	40.306002	-89.603363
Sandoval 	IL	38.611273	-89.119349
Sandwich 	IL	41.646579	-88.623081
Sauget 	IL	38.589367	-90.169658
Sauk Village 	IL	41.4885	-87.565617
Saunemin 	IL	40.892856	-88.406477
Savanna 	IL	42.090047	-90.139923
Savoy 	IL	40.065036	-88.25271
Sawyerville 	IL	39.076652	-89.802993
Saybrook 	IL	40.428258	-88.526492
Scales Mound 	IL	42.477461	-90.252011
Schaumburg 	IL	42.033	-88.083364
Schiller Park 	IL	41.959827	-87.870024
Schram City 	IL	39.162589	-89.460576
Sciota 	IL	40.561946	-90.748986
Scott 	IL	38.544249	-89.850445
Scottville 	IL	39.477465	-90.1033
Seaton 	IL	41.101901	-90.799209
Seatonville 	IL	41.363787	-89.272887
Secor 	IL	40.740476	-89.135765
Seneca 	IL	41.30337	-88.613521
Sesser 	IL	38.090251	-89.050528
Shabbona 	IL	41.764856	-88.876403
Shannon 	IL	42.151976	-89.740111
Shawneetown 	IL	37.712801	-88.165498
Sheffield 	IL	41.356999	-89.739583
Shelbyville 	IL	39.407051	-88.804026
Sheldon 	IL	40.770869	-87.566401
Sheridan 	IL	41.525927	-88.686669
Sherman 	IL	39.886643	-89.60897
Sherrard 	IL	41.318435	-90.505264
Shiloh 	IL	38.553531	-89.905217
Shipman 	IL	39.120789	-90.045196
Shorewood 	IL	41.5232	-88.202374
Shumway 	IL	39.183211	-88.652974
Sibley 	IL	40.587553	-88.378078
Sidell 	IL	39.910204	-87.821997
Sidney 	IL	40.024376	-88.071838
Sigel 	IL	39.226175	-88.495113
Silvis 	IL	41.50625	-90.412695
Simpson 	IL	37.467591	-88.754964
Sims 	IL	38.361195	-88.534975
Skokie 	IL	42.03705	-87.739946
Sleepy Hollow 	IL	42.09345	-88.314157
Smithboro 	IL	38.894869	-89.341115
Smithfield 	IL	40.474412	-90.295019
Smithton 	IL	38.4082	-89.990199
Somonauk 	IL	41.632279	-88.683473
Sorento 	IL	38.999952	-89.572679
South Barrington 	IL	42.08725	-88.153035
South Beloit 	IL	42.484718	-89.03336
South Chicago Heights 	IL	41.4833	-87.637396
South Elgin 	IL	41.9963	-88.297999
South Holland 	IL	41.5975	-87.601175
South Jacksonville 	IL	39.707408	-90.23006
South Pekin 	IL	40.496886	-89.651776
South Roxana 	IL	38.822135	-90.059414
South Wilmington 	IL	41.17422	-88.276258
Southern View 	IL	39.7581	-89.652074
Sparland 	IL	41.030287	-89.440914
Sparta 	IL	38.152784	-89.715544
Spaulding 	IL	39.866704	-89.541963
Spillertown 	IL	37.765874	-88.921073
Spring Bay 	IL	40.823456	-89.525639
Spring Grove 	IL	42.444873	-88.243754
Spring Valley 	IL	41.326135	-89.198959
Springerton 	IL	38.178857	-88.35489
Springfield 	IL	39.781433	-89.644654
St. Anne 	IL	41.023331	-87.717014
St. Augustine 	IL	40.719735	-90.408876
St. Charles 	IL	41.920333	-88.30083
St. David 	IL	40.492028	-90.051355
St. Elmo 	IL	39.024697	-88.853242
St. Francisville 	IL	38.591924	-87.64761
St. Jacob 	IL	38.71685	-89.768649
St. Johns 	IL	38.031241	-89.240378
St. Joseph 	IL	40.112672	-88.040643
St. Libory 	IL	38.364511	-89.714011
St. Peter 	IL	38.867394	-88.851802
Standard 	IL	41.256403	-89.180322
Standard City 	IL	39.350372	-89.783831
Stanford 	IL	40.433954	-89.220118
Staunton 	IL	39.012563	-89.788467
Ste. Marie 	IL	38.932042	-88.026599
Steeleville 	IL	38.007528	-89.660743
Steger 	IL	41.4678	-87.634999
Sterling 	IL	41.798227	-89.691526
Steward 	IL	41.848456	-89.020578
Stewardson 	IL	39.26421	-88.629901
Stickney 	IL	41.818	-87.772817
Stillman Valley 	IL	42.10401	-89.178073
Stockton 	IL	42.351601	-90.005995
Stone Park 	IL	41.9043	-87.880425
Stonefort 	IL	37.617526	-88.707231
Stonington 	IL	39.639125	-89.192201
Stoy 	IL	38.996837	-87.833427
Strasburg 	IL	39.350553	-88.623197
Strawn 	IL	40.652689	-88.39895
Streamwood 	IL	42.0206	-88.173335
Streator 	IL	41.125271	-88.831477
Stronghurst 	IL	40.746637	-90.909386
Sublette 	IL	41.643459	-89.231673
Sugar Grove 	IL	41.7696	-88.458848
Sullivan 	IL	39.597448	-88.607093
Summerfield 	IL	38.595692	-89.747263
Summit 	IL	41.784767	-87.816196
Sumner 	IL	38.717078	-87.862331
Sun River Terrace 	IL	41.126476	-87.7346
Sunnyside 	IL	42.395617	-88.233668
Swansea 	IL	38.5421	-89.988577
Sycamore 	IL	41.981704	-88.69577
Symerton 	IL	41.328102	-88.054497
Table Grove 	IL	40.365575	-90.424925
Tallula 	IL	39.945806	-89.93634
Tamaroa 	IL	38.135364	-89.228873
Tamms 	IL	37.239158	-89.267629
Tampico 	IL	41.630527	-89.785467
Taylor Springs 	IL	39.130698	-89.495186
Taylorville 	IL	39.521466	-89.262165
Tennessee 	IL	40.411701	-90.835876
Teutopolis 	IL	39.132084	-88.478388
Thawville 	IL	40.673868	-88.113253
Thayer 	IL	39.539912	-89.758409
Thebes 	IL	37.21083	-89.45324
Third Lake 	IL	42.367699	-88.008358
Thomasboro 	IL	40.243984	-88.186887
Thompsonville 	IL	37.914127	-88.761692
Thomson 	IL	41.95747	-90.103161
Thornton 	IL	41.574	-87.618762
Tilden 	IL	38.211904	-89.683262
Tilton 	IL	40.09425	-87.638546
Time 	IL	39.561113	-90.72282
Tinley Park 	IL	41.574767	-87.800432
Tiskilwa 	IL	41.292736	-89.507841
Toledo 	IL	39.274308	-88.242747
Tolono 	IL	39.986319	-88.262956
Toluca 	IL	41.005337	-89.133169
Tonica 	IL	41.21406	-89.067794
Topeka 	IL	40.329919	-89.93092
Toulon 	IL	41.094469	-89.863736
Tovey 	IL	39.587575	-89.449369
Towanda 	IL	40.563211	-88.900438
Tower Hill 	IL	39.38681	-88.959624
Tower Lakes 	IL	42.230217	-88.155793
Tremont 	IL	40.52584	-89.490343
Trenton 	IL	38.606678	-89.681627
Troy 	IL	38.7312	-89.893754
Troy Grove 	IL	41.465429	-89.081122
Tuscola 	IL	39.797651	-88.281495
Ullin 	IL	37.281641	-89.183788
Union 	IL	42.234279	-88.543511
Union Hill 	IL	41.109296	-88.145458
University Park 	IL	41.4424	-87.709634
Urbana 	IL	40.108536	-88.205151
Ursa 	IL	40.074607	-91.370627
Valier 	IL	38.017766	-89.043475
Valley City 	IL	39.708887	-90.649104
Valmeyer 	IL	38.304133	-90.313036
Vandalia 	IL	38.980968	-89.101358
Varna 	IL	41.035637	-89.224513
Venedy 	IL	38.395887	-89.645866
Venetian Village 	IL	42.399799	-88.04617
Venice 	IL	38.67205	-90.168745
Vergennes 	IL	37.902024	-89.339735
Vermilion 	IL	39.579725	-87.587435
Vermont 	IL	40.296004	-90.428122
Vernon 	IL	38.801965	-89.089136
Vernon Hills 	IL	42.23595	-87.962719
Verona 	IL	41.215706	-88.505034
Versailles 	IL	39.883849	-90.658868
Victoria 	IL	41.032984	-90.095339
Vienna 	IL	37.414176	-88.892714
Villa Grove 	IL	39.863635	-88.159536
Villa Park 	IL	41.8855	-87.978216
Viola 	IL	41.205239	-90.587407
Virden 	IL	39.504886	-89.769493
Virginia 	IL	39.950784	-90.211271
Wadsworth 	IL	42.436912	-87.923369
Waggoner 	IL	39.378224	-89.652332
Walnut 	IL	41.556821	-89.591052
Walnut Hill 	IL	38.477365	-89.044206
Walshville 	IL	39.069415	-89.6195
Waltonville 	IL	38.213235	-89.039129
Wamac 	IL	38.500152	-89.145733
Wapella 	IL	40.221326	-88.961715
Warren 	IL	42.494729	-89.990179
Warrensburg 	IL	39.932336	-89.061223
Warrenville 	IL	41.82005	-88.186203
Warsaw 	IL	40.352829	-91.426862
Washburn 	IL	40.92074	-89.291671
Washington 	IL	40.698206	-89.435107
Washington Park 	IL	38.6299	-90.092199
Wataga 	IL	41.025054	-90.275054
Waterloo 	IL	38.331589	-90.155581
Waterman 	IL	41.769432	-88.773163
Watseka 	IL	40.775939	-87.732129
Watson 	IL	39.02557	-88.569539
Wauconda 	IL	42.266621	-88.13951
Waukegan 	IL	42.3709	-87.867999
Waverly 	IL	39.592657	-89.952331
Wayne 	IL	41.9521	-88.261288
Wayne City 	IL	38.348732	-88.587426
Waynesville 	IL	40.240896	-89.124967
Weldon 	IL	40.121517	-88.75055
Wellington 	IL	40.54047	-87.678293
Wenona 	IL	41.053047	-89.053335
Wenonah 	IL	39.320145	-89.289291
West Brooklyn 	IL	41.693065	-89.147019
West Chicago 	IL	41.889894	-88.222825
West City 	IL	37.995952	-88.94874
West Dundee 	IL	42.098067	-88.292022
West Frankfort 	IL	37.900648	-88.929418
West Peoria 	IL	40.69915	-89.633549
West Point 	IL	40.25562	-91.183099
West Salem 	IL	38.520012	-88.008813
Westchester 	IL	41.8509	-87.887125
Western Springs 	IL	41.8034	-87.90075
Westfield 	IL	39.455546	-87.996894
Westmont 	IL	41.79695	-87.975049
Westville 	IL	40.04485	-87.637999
Wheaton 	IL	41.856	-88.107613
Wheeler 	IL	39.042813	-88.318631
Wheeling 	IL	42.1305	-87.923635
White City 	IL	39.072382	-89.764035
White Hall 	IL	39.437442	-90.403953
Whiteash 	IL	37.785241	-88.930517
Williamsfield 	IL	40.926132	-90.017338
Williamson 	IL	38.987372	-89.763946
Williamsville 	IL	39.952788	-89.55628
Willisville 	IL	37.982882	-89.590565
Willow Hill 	IL	38.996341	-88.021295
Willow Springs 	IL	41.7335	-87.882449
Willowbrook 	IL	41.76188	-87.946293
Willowbrook 	IL	41.45764	-87.53632
Wilmette 	IL	42.0772	-87.728574
Wilmington 	IL	39.482467	-90.489559
Wilmington 	IL	41.297665	-88.159634
Wilsonville 	IL	39.068866	-89.855304
Winchester 	IL	39.629418	-90.456565
Windsor 	IL	41.201607	-90.443867
Windsor 	IL	39.438141	-88.595754
Winfield 	IL	41.871381	-88.153634
Winnebago 	IL	42.267952	-89.240455
Winnetka 	IL	42.10645	-87.742726
Winslow 	IL	42.492393	-89.796299
Winthrop Harbor 	IL	42.47975	-87.828174
Witt 	IL	39.255799	-89.348961
Wonder Lake 	IL	42.380044	-88.356723
Wonder Lake 	IL	42.38425	-88.367724
Wood Dale 	IL	41.96585	-87.981071
Wood River 	IL	38.86215	-90.084774
Woodhull 	IL	41.178426	-90.321742
Woodland 	IL	40.712953	-87.730652
Woodlawn 	IL	38.330523	-89.035274
Woodridge 	IL	41.739078	-88.042528
Woodson 	IL	39.627527	-90.22286
Woodstock 	IL	42.31065	-88.436689
Worden 	IL	38.932195	-89.838539
Worth 	IL	41.6873	-87.792553
Wyanet 	IL	41.360123	-89.583777
Wyoming 	IL	41.064466	-89.772314
Xenia 	IL	38.636771	-88.637068
Yale 	IL	39.120094	-88.024303
Yates City 	IL	40.778026	-90.013581
York Center 	IL	41.85495	-87.994741
Yorkville 	IL	41.64225	-88.447549
Zeigler 	IL	37.899949	-89.052509
Zion 	IL	42.45665	-87.843067
Advance 	IN	39.99523	-86.620429
Akron 	IN	41.038807	-86.02479
Alamo 	IN	39.983666	-87.055069
Albany 	IN	40.3021	-85.233625
Albion 	IN	41.395197	-85.419695
Alexandria 	IN	40.258178	-85.676177
Alfordsville 	IN	38.560124	-86.948694
Alton 	IN	38.122341	-86.42124
Altona 	IN	41.350892	-85.152849
Ambia 	IN	40.488823	-87.516182
Amboy 	IN	40.601629	-85.927384
Amo 	IN	39.689439	-86.614085
Anderson 	IN	40.0929	-85.688049
Andrews 	IN	40.859465	-85.601001
Angola 	IN	41.642948	-85.000117
Arcadia 	IN	40.17406	-86.021284
Argos 	IN	41.237734	-86.24767
Ashley 	IN	41.525602	-85.066084
Atlanta 	IN	40.214836	-86.027128
Attica 	IN	40.287592	-87.24643
Auburn 	IN	41.363316	-85.057625
Aurora 	IN	39.066405	-84.903292
Austin 	IN	38.743379	-85.810211
Avilla 	IN	41.365002	-85.238055
Bainbridge 	IN	39.760554	-86.81098
Bargersville 	IN	39.51988	-86.165583
Batesville 	IN	39.297938	-85.218294
Battle Ground 	IN	40.509988	-86.838484
Bedford 	IN	38.860367	-86.490828
